#汉字	近音同调	近音异调
一		
乙		
丁	祯增厅诊贞真针桢斟缯臻珍听砧憎榛侦甄汀曾箴	诊缜怎挺赠赈疹震霆梃振亭廷阵婷蜓枕鸩朕艇听娠镇停庭
痳	柠咛菱娘粱良櫺娘翎聆昤粮绫灵羚梁伶龄蛉樑您狞凝玲宁拧鸰泠苓凌陵量凉铃零	领拎谅俩魉拧佞令晾酿两量另凉泞辆亮岭
盏		咱簮錾赞偺瓒暂赞
盟	们门扪	焖们懑闷
睛	青欣锌心馨芯矜蜻筋襟倾筋鲭侵訢钦巾兴新金亲津卿禁莘轻惺薪嵚斤浸星辛氢腥顷猩昕今清	邢信烬芯秦情刑倾缙谨磬噙沁陉省琴进芹醒兴庆幸噤亲尽形觐幸揿顷锦近硎罄擎劲行擒禽瑾檠型晴性尽馑晋勤紧仅禁寝浸杏寻衅悻姓请
睫	携协邪斜挟伽谐偕鞋撷茄颉胁勰	蟹切惬骇懈妾窃燮蠍楔洩血绁邂榭歇屉解洩写屑怯些卸械且泻谢亵契挈锲
睦		
睐	耐奈	乃奶氖奈乃
督	秃	凸土荼兔涂酴图菟徒余突屠吐途
睹	土吐	凸荼兔涂酴图菟秃徒余突屠吐途
睪	勾句枸钩沟	购构雊媾够扣搆寇铐枸考烤靠釦佝垢遘叩诟狗犒拷口苟
睬		钗柴侪拆豺差
睁	祯增诊贞真针桢斟缯臻珍砧憎侦榛甄曾箴	阵枕诊鸩缜怎赠朕赈疹震娠镇振
睥		
睨	栗俪丽砾砺唳痢历雳力栗立疠溧莅坜戾历琍吏笠粒例利厉钋荔欐俐郦隶蛎励沥鬲莉	礼喱澧醴丽犁哩鲤犛狸篱黎娌璃浬厘离理骊逦李锂梨狸里罹里漓蠡蜊俚
睢		蜕谁税水说睡
矮		
碎	蜕税说睡	谁水
碰		盆喷
碗	远	缘媛员原园圆鸢援湲远袁宛沅冤院源愿辕愿騵怨猿爰元苑垣渊鸳
碘	腼腆舔忝	甜畋填添恬天田阗
碌	氯怒绿滤律虑忸率	努弩铝榈吕缕褛膂女奴旅娄闾驽侣驴屡履
碉	挑丢	頫眺挑条佻调迢蜩覜窕跳
硼	盆	喷
碑		
碓	蜕退	腿颓推
硿	共攻琨工宫焜红锟蚣昆恭髡躬肱功釭弓供坤龚公昆	矿辊共鲧汞廾滚梱衮巩捆困綑棍困供贡拱
祺	棘戢疾击辑寂集脊及嫉借唧急伋吉圾即楫瘠汲吃亟籍级极岌	洎玑羁暨忌肌祭脊己骑芰鸡矶乩剂积几记绩期屐机嵇迹觊纪蹟基计妓居冀畸姬畿其寄给犄蓟饥疠际几唧箕麂继挤荠奇讥激季稷髻霁技勣稽既悸跻系叽济鲫戟骥饥
禄	氯怒绿滤律虑忸率	努弩铝榈吕缕褛膂女奴旅娄闾驽侣驴屡履
禁	青靖彊馨降静倾浆镶橡兴新幸亲乡惺疆呛氢揿香径清欣江罄腔劲蜻更鲭绛旌僵钦湘像鲸痉向荆辛瓖悻腥将相强枪竟泾枪信心粳芯精羌磬厢沁巷缰酱訢茎庆竞莘匠幸星经象顷抢项昕境惊锌睛襄姜锵径兢侵晶京性卿净镜轻菁嵚薪杏敬衅姜姓猩箱向	青靖彊祥馨降情静倾镶浆橡陉兴新幸亲形疆惺乡呛氢揿璟香想径硎清欣江罄腔劲擎蜻更擒鲭繈绛型旌僵钦湘像鲸痉勤向荆憬蒋瓖辛寻悻阱腥将请相强枪竟邢墙泾颈枪信心粳芯精羌秦刑磬噙厢沁巷琴省缰奖訢酱芹茎醒饷庆响竞莘匠幸星讲经象桨顷抢项昕境惊景锌睛详襄锵姜蔷警行翔径禽兢侵享晴檠樯晶京性井卿净寝镜轻菁庠薪嵚杏戕敬姜衅姓飨箱猩向
万	院苑媛愿愿怨远	缘源媛员原辕园鸢圆援騵猿远湲元宛爰袁沅垣渊冤鸳
禽	墙倾彊戕檠晴樯擎蔷情强	青靖彊烬降筋静倾缙浆进津亲觐疆斤呛氢璟近锦径清江矜罄腔劲蜻更筋鲭繈绛旌僵尽痉鲸仅荆浸憬蒋阱将请强竟枪泾颈枪粳精羌磬谨缰奖酱巾茎庆噤竞尽匠讲经桨顷抢今境惊景睛姜锵警襟径兢瑾晶京井金馑晋紧净卿禁镜菁轻敬姜
棱	能	嫩泞
稚	字恣渍孳自	仔訾紫滓籽淄锱缁赀梓咨兹子姿孳资孜辎滋谘龇玆髭吱
稠	潮嘈巢朝槽嘲漕曹晁	草凑辏勦钞剿糙吵炒操超抄
稔	扔嚷攘壤	扔瓤让攘仍禳
禀		缤彬濒殡豳傧滨膑槟鬓宾
稞	搁割胳哥歌戈疙鸽	郃各咯格骼个镉蛤箇铬革隔阁膈合鬲葛
窟	菰咕孤鸪辜钴沽估姑呱蛄家	凸鹄雇罟贾鼓谷顾估雇故毂股告谷滑牯蛊瞽锢古诂钴固骨
窠	搁割胳哥歌戈疙鸽	郃各咯格骼个镉蛤箇铬革隔阁膈合鬲葛
筷	怪	枴乖拐
节	携协邪斜挟伽谐偕鞋撷茄颉胁勰	蟹切惬骇懈妾窃燮蠍楔洩血绁邂榭歇屉解洩写屑怯些卸械且泻谢亵契挈锲
筠	文亡闻佣王雯纹玟蚊	佣雍蓊涌刎佣嗡文惘甬蛹网瘟用温忘望鄘永慵紊甕妄邕问俑枉稳恿往拥踊翁魍勇王闻臃吻罔咏涌尢塭泳旺庸抆汶汪辋壅免
筮	赐祀泗肆兕食饲巳伺嗣似耜寺驷姒俟四	撕司厮丝斯鸶私思嘶死
笕	显蚬癣险铣浅鲜遣谴藓	签干纤岘馅涎黔倩限苋舷暹衔啣千钤秈现祆嵌鲜羡咸仟縴献仙歉骞虔陷谦牵搴县贤钱欠僩前堑嫌愆铅千箝迁签咸钳霰娴阡姗腺闲絃闲宪弦蚬潜掀先线
粱	痳霖麟鳞娘您林娘邻燐淋磷辚遴临琳璘	吝懔躏酿蔺凛赁
粳	青欣吭铿锌心馨芯矜蜻筋坑襟倾跟筋鲭侵訢钦巾兴新金亲阬津卿根禁莘轻惺薪嵚斤浸星辛氢腥猩顷昕今清	邢垦信烬芯秦情刑倾缙谨磬噙沁省陉琴进恳芹醒兴庆幸龈亲噤肯尽形觐幸揿啃顷锦近硎艮罄擎劲擒行禽瑾檠型晴性尽馑晋亘勤紧仅禁寝杏浸寻衅悻姓请
粤		
经	青欣锌心馨芯矜蜻筋襟倾筋鲭侵訢钦巾兴新金亲津卿禁莘轻惺薪嵚斤浸星辛氢腥顷猩昕今清	邢信烬芯秦情刑倾缙谨磬噙沁陉省琴进芹醒兴庆幸噤亲尽形觐幸揿顷锦近硎罄擎劲行擒禽瑾檠型晴性尽馑晋勤紧仅禁寝浸杏寻衅悻姓请
绢	铉眩漩劝炫绚旋券渲	蜷甽漩谖圈喧诠选铨佺踡全璿泉旋玄拳悬卷还犬煖暄权轩晅宣萱壎畎荃县痊
綑	矿共辊犷鲧倥汞廾滚衮巩孔恐广拱	矿共倥旷工狂蚣硿况躬筐框棍功釭弓龚控公圹攻诳宫红崆眶恭空劻匡逛肱洸胱供贡光
绑	畚本苯	奔笨贲
绥		蜕谁税水说睡
絛	刀叨偷都兜	斗蚪岛豆头捣窦盗祷陡枓透读斗脰痘稻悼到导倒蹈抖投逗道
置	字恣渍孳自	仔訾紫滓籽淄锱缁赀梓咨兹子姿孳资孜辎滋谘龇玆髭吱
罩	皂胄噪骤绉造奏冑纣揍宙昼譟灶咒籀皱躁燥	鄹澡遭轴帚周妯藻邹蚤糟枣陬粥舟走肘凿早啁周州洲
罪	坠缀赘惴	追隹椎锥
署	塑肃粟诉素蓿簌宿速缩嗉溯夙	塑苏肃苏粟诉素蓿俗簌宿缩速酥甦稣嗉溯夙
义		
羡	件槛剑健僭见舰渐毽谏溅践监箭间闲荐腱建键饯鉴鉴涧贱荐	笺缣兼奸鞯渐歼奸囝艰柬检简溅减笕监间肩尖湔剪硷睑茧坚菅缄捡拣俭煎
群	穷琼穹	隽炯窘郡峻濬迥穹俊钧龟浚军君均骏蕈竣菌
圣	肾蜃渗甚沁脤慎	哂砷信审甚沈僧申莘伸呻娠深身森婶绅参神沈
聘		枰屏瓶坪娉评凭萍平冯苹乒
肆	拭恃式轼适是饰柿奭氏士使视螫弑市示试豉仕噬誓筮室势侍世嗜识逝事释舐	豕尸匙湿狮虱使拾诗硕失十虱嘘始埘石蚀实食施时提史师湿尸矢什屎射驶
肄		
腱	现欠僩霰岘腺馅羡堑縴宪献歉倩限蚬苋陷县线	干签纤涎黔铣舷衔暹啣千钤秈嵌祆鲜仟咸縴仙骞虔谦牵搴贤钱前遣显嫌愆铅千箝迁签谴咸钳癣娴险阡姗闲闲絃弦蚬潜浅掀先藓
腰	幽攸悠优忧	游黝由牖邮友疣莠又尤幼犹猷游鼬诱宥油右柚祐铀有侑酉囿佑鱿釉
肠	岑晨谌尘藏涔宸陈娠忱臣辰沉沈	称衬趁仓谶舱榇沧疢琛苍伧瞋参
腥	欣惊泾锌心粳睛馨芯矜精筋襟更筋兢晶訢旌京巾茎金新鲸津禁莘荆菁薪斤浸辛经昕今	竟颈景信靖烬芯劲警静缙径谨瑾进井尽馑晋痉紧竞噤净仅禁尽镜觐浸憬寻敬衅阱璟锦近径境
腮	筛	杀骰晒晒
脚	穴九朽巧雀悄酒筿晓玖纠瘸小愀韭鹊宿赳灸久学	嚣袖哮揪箫鸠囚穴究靴逍旧舅撬诮疚硝缺脩橇瞧傚嗅萧桥樵憔酵裘就笑霄龟求乔孝咻柩丘咎酋校锹侨休学绣毬溴啾雀跷修消厩邱肖鹊窍峭羞雪秋俏秀恪阙球销仇阕宿宵噱蚯薛枭确鞘救纠削效骁泅壳嘐血岫梂啸臼敲怯锈却谯臭榷潇秋鳅翘
肿	傯准总准撙	肫粽纵圳鬃樽俊棕屯谆踪尊综遵宗从
腹	瓠互户沪楛沍护扈	壶胡鹄蝴胡琥湖葫囫弧虎许斛瑚惚唬乎戏呼糊忽狐
腺	件槛剑健僭见舰渐毽谏溅践监箭间闲荐腱建键饯鉴鉴涧贱荐	笺缣兼奸鞯渐歼奸囝艰柬检简溅减笕监间肩尖湔剪硷睑茧坚菅缄捡拣俭煎
脑	佬篓搂老姥	楼耨喽唠露蝼牢漏痨陋络捞瘺烙劳镂娄搂酪髅
舅	教溴袖鞘跷酵窖效笑肖壳窍孝岫醮峭啸较俏秀撬锈轿诮校宿叫傚嗅臭觉绣翘	毬嚣朽巧雀跷修哮皎消娇邱鹊箫蕉囚羞秋逍浇饺撬跤球狡筿鲛硝销橇胶脩仇搅瞧宿蛟萧宵桥教蚯枭樵憔悄姣裘骄侥削焦詨龟霄骁角愀泅交椒嘐求乔咻梂丘礁较勦敲晓郊脚缴谯铰小酋锹绞侨潇矫剿秋休鳅学翘嚼
艇	酊鼎顶	定叮酊仃丁盯锭订钉
蒂	涕悌屉剃替锑逖嚏惕	剔题梯堤蹄踢啼体隄缇提
荤	薨烘肓哄荒轰慌	泓隍磺皇汞宏凰篁恍幌弘黉簧虹鸿黄韹湟谎洪哄蝗哄红徨晃讧闳洸璜煌遑惶
落	纳那钠呐讷诺娜懦捺糯	那拿挪哪娜
萱	圈身捐鹃涓镌娟	倦隽绢圈卷捲狷眷
葵		鳜跪鲑皈规傀贵闺桂鬼龟圭癸珪轨诡瑰晷柜归
苇		
葫	氟缚匐夫蝠绋扶芾幅孚弗辐绂袱福浮伏符菔拂涪怫彿服芙俘	富馥覆附肤俯鈇复府夫腑腐頫甫阜腹赙副傅复釜敷付抚斧孵赴妇莆趺辅咐父麸脯赋负驸伕讣
叶	涩穑瑟啬圾色塞	
葬	阵胀仗長鸩枕幛帐杖朕赈震丈障账娠涨镇瘴振	長獐诊贞缜真怎斟疹珍砧侦榛漳涨祯枕针桢蟑樟璋臻掌甄章彰张箴
葛	可咳壳坷渴	轲课稞渴克髁咳壳柯蚵瞌嗑恪客溘坷棵磕可喀科克窠缂刻苛颗蝌
萼		
莴		
葡		
董	趸筒桶统盹	钝蹲铜桐僮惇恸豚潼屯臀墩沌饨瞳同褪囤峒彤痛恫顿遁炖吞通吨童盾盹敦
葩		
葭	虾瞎	狎暇侠辖吓霞斜夏柙挟峡恰匣洽下卡狭黠遐厦呷瑕
葆		
虞	吾亡诬无毋鼯梧唔巫吴芜蜈	武污鹉晤骛巫侮悟坞误诬务午五乌伍寤戊恶呜妩于物勿怃雾屋舞兀圬钨捂軏污垩
虏	努弩铝吕缕膂褛女旅娄侣屡履	榈绿律氯奴怒闾驽滤驴虑忸率
号	篌厚后芣猴堠鲎逅候后侯喉	篌厚后芣猴否鲎逅后侯吼堠缶候喉
蛹	允吻蓊陨稳刎	员翁玟耘嗡文闻孕瘟熨温愠芸塭云韵雯运纹筠紊蚊甕昀晕酝抆蕴氲汶纭匀问云免
蜓		定叮酊仃鼎丁顶盯锭订钉
蜈	盂妤隅娱榆愚鱼逾禺舆愉褕蝓竽雩渝觎腴渔臾于谀圩余余瑜俞予欤萸于虞	瘉滪域瘀宇驭狱峪昱燠雨预迂语纡与煜龉欲噢芋育俞堉郁豫羽毓裕御吁妪敔喻玉欲圉誉禺禹熨屿愈寓愈谕圄御谷郁淤遇庾聿尉予浴
蜇	则择泽贼责笮啧窄咋	仄侧怎
蜀		塑苏肃苏粟诉素蓿俗簌宿缩速酥甦稣嗉溯夙
蛾		
蜕	谇穗邃队隧碓遂对碎岁燧兑祟	髓堆随隋绥睢虽
蜂	棻氛吩纷分芬亨哼	恒痕分汾恨很份狠坟粪焚奋桁忿愤衡横粉
蜃	胜上乘賸尚圣盛丧剩	桑赏渑僧殇胜升汤省伤笙甥丧升嗓晌生裳昇觞上绳牲森商声
蚬	件槛剑健僭见舰毽渐谏囝检柬溅简笕减践箭监间闲荐腱键剪建硷睑茧饯鉴鉴涧贱捡拣俭荐	件剑见缣渐毽鞯囝简减笕肩建硷睑坚饯鉴鉴涧贱捡拣俭煎笺槛健僭兼舰奸奸谏歼艰检柬溅践箭监间闲尖荐湔腱键剪茧菅缄荐
蜊	妮尼泥霓呢倪怩	昵泥睨腻溺你拟你旎匿逆
衙		
裟	撒	萨卅洒撒飒
裔		
裙	穷琼穹	隽炯窘郡峻濬迥穹俊钧龟浚军君均骏蕈竣菌
补		
裘	谯樵瞧憔侨乔桥翘嚼	啾巧雀跷皎娇厩揪鹊鸠灸窍醮蕉峭九究旧浇饺俏撬舅跤轿狡诮鲛疚橇胶搅韭赳蛟久觉教鞘救悄姣骄窖玖纠就侥焦詨角愀壳交椒柩礁较臼勦敲咎酒郊脚缴铰锹校绞叫矫剿翘
装	屯谆尊肫遵樽	准圳准俊撙
里	你拟你旎	尼妮霓呢溺怩倪逆匿昵泥睨腻
袅	铆柳了暸钮扭纽忸了	刘廖缭聊潦流疗料辽馏硫六牛留寮泵琉浏寥撩瘤溜霤妞僚嘹燎遛拗陆榴了
裕	戊晤恶寤骛物勿悟坞雾兀误务钨軏垩	武污鹉巫侮吾亡诬无吴午五乌毋伍恶呜鼯妩于唔怃屋舞圬钨捂污梧芜蜈
裒	炮咆庖刨袍匏	泡皰炮抛砲跑
覜	掉钓吊调吊	刁凋叼雕丢碉鲷貂雕
解	蟹芥切惬骇懈疥妾窃燮楔借诫洩血绁榭邂屉洩写屑怯卸械且泻戒亵谢契界挈借锲介届	捷蟹携拮皆切桔斜邪节懈揭桀妾燮窃楔蠍颉绁胁劫邂歇屉栉洩屑嗟羯讦竭亵谢茄杰阶协惬骇截街诘挟杰伽谐鞋洩孑血接碣姊榭写些怯械卸且泻契睫偕撷结挈洁姐锲勰
诧		搽擦
该	开揩	恺剀楷咳愒凯忾慨岂
详	寻	信心彊烬馨芯降筋缙谨浆进缰奖酱訢巾新津噤莘尽匠疆觐斤讲桨近锦昕今欣江锌矜姜劲襟筋瑾绛僵尽馑金晋紧仅禁浸蒋薪辛衅姜将强
试	赐祀泗肆兕食饲巳伺嗣似耜寺驷姒俟四	撕司厮丝斯鸶私思嘶死
诗	撕司厮丝斯鸶私思嘶	赐祀泗肆兕食饲巳嗣伺耜似寺驷姒俟思死四
诘	携协邪斜挟伽谐偕鞋撷茄颉胁勰	蟹切惬骇懈妾窃燮蠍楔洩血绁邂榭歇屉解洩写屑怯些卸械且泻谢亵契挈锲
夸	刮括蜗呱刮聒瓜	挂挂卦褂寡
诙		
诣		
诚	谌岑晨尘涔宸陈娠忱臣曾辰沉层沈	谶榇称衬疢琛趁瞋参
话		
诛	租	诅卒祖俎足组阻族嗾
诡	傀	匮睽窥亏喟魁奎愧夔葵盔餽揆篑逵溃
询	熊雄	隽窘炯郡峻濬迥俊凶钧龟浚凶军兄君均汹骏匈蕈胸菌竣
诠		倦卷隽捐捲镌眷娟圈绢身涓鹃狷
诟	靠诰釦佝告叩扣犒寇铐	缟糕槁皋高考烤杲稿搞搅篙羔睪拷膏口
詹	簮	咱錾赞偺瓒暂赞
詻		
訾	芷征止纸趾祇只指祉旨咫址	雉秩帜蛭志氏脂值肢执祇峙枝治支制质祗之芝志姪稚窒植织梔泜痣智致胝滞汁吱致置痔摭至挚制轾踯踬蜘直掷识知只炙只职卮殖
詨	蚯枭嚣啾跷修哮消削纠邱龟霄骁揪箫鸠嘐咻羞丘秋逍敲撬硝销橇脩锹潇萧秋休鳅宵	毬溴朽袖巧雀跷厩鹊肖灸窍囚峭九究旧俏秀撬舅球筿诮疚仇瞧韭赳宿傚嗅久桥樵鞘憔救酵悄裘纠玖就效笑愀泅壳求乔孝岫梂柩啸臼咎锈酒晓谯小酋校侨臭绣学翘
豢		
貊		
貉	篌芣猴侯喉	厚吼后堠否鲎逅缶候后
贼	蜇哲折折摘慑辄谪辙褶	浙遮这着蔗螫赭鹧者宅
资	肢祇织梔枝泜蜘支氏知只只祗之脂胝芝卮汁吱	雉秩帜止蛭志芷值址执祇祉峙治制纸质志姪稚窒植咫痣智致滞致置痔摭至挚制轾踯踬直掷知识征只炙趾指职旨殖
贾	恰洽下暇卡苦吓夏楛厦	狎窟侠吓霞斜酷挟峡哭虾枯厦呷瞎骷暇辖夏柙恰匣洽下卡狭库黠裤遐瑕
贿		
赀	肢祇织梔枝泜蜘支氏知只只祗之脂胝芝卮汁吱	雉秩帜止蛭志芷值址执祇祉峙治制纸质志姪稚窒植咫痣智致滞致置痔摭至挚制轾踯踬直掷知识征只炙趾指职旨殖
赁	佞谅晾令让酿量凉另泞辆亮	柠咛菱瓤娘粱攘魉良櫺娘翎聆昤粮两绫灵羚禳壤梁岭伶龄领蛉拎樑俩您狞凝玲宁拧鸰泠扔苓嚷凌陵仍量凉铃零
赂	氯怒绿滤律虑忸率	努弩铝榈吕缕褛膂女奴旅娄闾驽侣驴屡履
赅	开揩	恺剀楷咳愒凯忾慨岂
迹	携曦淅熹悉烯禧嬉犀萋膝行蜥凄稀希妻吸欺溪畦晰兮析熙柒厘栖譆谿漆牺慼蟋唏羲嘻悽晞西奚戚蹊七僖	歧琪齐蓆琦耆棋骑妻惜玺祺洗岂绮细碛弃祁乞系启祇期器媳祈讫枝迄息起夕锡锜歙褶昔气其淇旗愒系汐麒翕戏隙习脐徙畦鳍崎鳃圻杞汽奇岐衹矽企喜稽亟潟泣契系憩席熄砌缉袭檄
跟	吭铿慷康粳阬庚坑糠更缸纲冈釭岗羹肛扛耕赓杠钢刚	垦伉慷龈梗亘肯更亢埂耿港啃岗炕杠扛抗恳哽
跨	挂挂卦褂	刮括蜗呱寡刮聒瓜
路	氯怒绿滤律虑忸率	努弩铝榈吕缕褛膂女奴旅娄闾驽侣驴屡履
跳	掉钓吊调吊	刁凋叼雕丢碉鲷貂雕
跺	唾柝拓	陀跎沱妥托驮脱椭鸵佗拖驼托
跪	匮愧餽喟篑溃	夔葵窥睽盔亏魁揆傀奎逵
跤	蚯枭嚣啾跷修哮消削纠邱龟霄骁揪箫鸠嘐咻羞丘秋逍敲撬硝销橇脩锹潇萧秋休鳅宵	毬溴朽袖巧雀跷厩鹊肖灸窍囚峭九究旧俏秀撬舅球筿诮疚仇瞧韭赳宿傚嗅久桥樵鞘憔救酵悄裘纠玖就效笑愀泅壳求乔孝岫梂柩啸臼咎锈酒晓谯小酋校侨臭绣学翘
跦		粗镞趋错促卒槭蹴蹙簇醋趣
躲	椭妥	陀跎唾沱柝托驮脱鸵佗拖驼拓托
较	溴朽袖巧雀跷厩肖鹊灸窍峭九究旧秀俏舅撬筿诮疚韭赳宿傚嗅久鞘救酵悄玖纠就效笑愀壳孝岫柩啸臼咎锈酒晓小校臭绣翘	袖嚣哮揪箫鸠囚九究逍旧舅撬诮疚硝脩橇瞧傚嗅萧久桥樵憔酵悄裘就玖笑霄龟乔求孝咻柩丘咎酒晓小酋校锹侨休学绣毬溴啾朽巧雀跷修消厩邱鹊肖灸窍羞峭秋秀俏球筿销仇韭宿赳宵蚯枭鞘救纠削效愀骁壳泅嘐梂岫啸臼敲锈谯臭潇秋鳅翘
载	寨责债祭窄	摘寨责斋齐翟债窄祭宅
轼	赐祀泗肆兕食饲巳伺嗣似耜寺驷姒俟四	撕司厮丝斯鸶私思嘶死
轾	字恣渍孳自	仔訾紫滓籽淄锱缁赀梓咨兹子姿孳资孜辎滋谘龇玆髭吱
辟		
农	龙眬论窿沦隆咙伦珑轮聋仑仑笼抡胧纶	拢垄论陇抡
运	望紊旺甕妄抆佣汶文闻王问用免忘	拥往踊佣雍翁魍玟蓊涌勇刎嗡文亡惘闻蛹甬王臃瘟网吻罔温咏涌尢塭鄘泳雯永慵纹蚊庸汪邕俑枉辋稳壅恿
游	洮淆崤谣榣瑶侥肴姚遥肴窑尧摇爻	邀要哟耀夭咬吆鹞杳舀腰乐窈幺钥药妖拗曜
道	豆套透读斗窦痘脰逗	斗涛萄蚪焘韬桃偷头梼淘都洮陡滔枓逃兜啕讨絛陶掏饕抖投
遂	蜕税说睡	谁水
达		他塔牠漯它獭遢遝榻她踏蹋塌跶挞
逼		
违		
遐	浃荚戛颊夹挟	嘉架假夏钾加葭稼家甲迦驾价痂贾袈夹茄豭嫁佳胛家
遇	戊晤恶寤骛物勿悟坞雾兀误务钨軏垩	武污鹉巫侮吾亡诬无吴午五乌毋伍恶呜鼯妩于唔怃屋舞圬钨捂污梧芜蜈
遏		
过	括扩阔廓蛞	
遍		
遑	馄珲混浑魂	荤辊混昏浑婚
逾	吾亡诬无毋鼯梧唔巫吴芜蜈	武污鹉晤骛巫侮悟坞误诬务午五乌伍寤戊恶呜妩于物勿怃雾屋舞兀圬钨捂軏污垩
遁	褪胴洞栋冻动痛恫恸	铜桐僮东豚冬鼕潼屯筒臀统懂饨瞳同囤峒董桶彤恫吞通童咚
邹	钊遭周朝昭糟晁召粥舟着招嘲啁周州洲	皂胄澡轴帚妯肇炤绉蚤造枣宙着赵照灶肘凿找燥棹噪罩藻沼爪诏冑纣晁召昼譟兆咒早籀皱躁櫂
鄗	厚后堠鲎逅候后	篌吼芣猴否缶侯喉
酬	潮嘈巢朝槽嘲漕曹晁	草凑辏勦钞剿糙吵炒操超抄
酪	耨瘺镂露漏闹陋诺懦糯	楼铙喽蝼娜篓瑙娄搂挠挪恼脑呶桡髅
酩	岷玟民	闽渑悯敏抿愍泯皿闵湣
釉	乐要钥耀药拗曜鹞	要淆哟夭崤咬谣杳瑶侥窈尧摇邀洮吆舀榣腰肴姚幺遥肴窑妖爻
钴	骷窟苦楛枯哭	骷窟苦库楛裤酷枯哭
钳		件剑见缣鞯毽渐囝简笕减肩建硷睑坚饯鉴鉴涧贱捡拣俭煎笺槛健僭兼舰奸歼奸谏艰柬检溅践监箭间闲尖湔荐腱剪键茧菅缄荐
钹		
钸		
钾	卡	狎暇侠辖吓霞夏斜柙挟峡恰匣洽下狭虾黠遐厦呷瞎瑕
铀	洮淆崤谣榣瑶侥肴姚遥肴窑尧摇爻	邀要哟耀夭咬吆鹞杳舀腰乐窈幺钥药妖拗曜
铅	笺监间尖肩缣湔兼奸坚鞯渐菅歼奸缄艰溅煎	件槛剑健僭见舰毽渐谏囝检柬简溅减笕践监箭间闲荐腱键剪建硷睑茧饯鉴鉴涧贱捡拣俭荐
铇		
钩	篙睪羔糕高皋膏	告缟扣槁寇铐考烤杲稿靠搞诰佝釦搅叩犒拷口
铂		
铃	柠痳霖咛麟鳞您狞凝林邻燐淋宁磷拧辚遴临琳璘	拧吝佞懔躏蔺凛泞赁
铉	倦隽绢圈卷狷眷	圈捲身捲捐鹃涓镌娟
铋		
钜	叙去恤畜娶洫絮蓄酗婿趣卹漆绪顼勗续旭序	取璩许徐圈须砠煦曲区需渠驱咻嘘趋岖墟胥娶劬曲瞿吁戌蛆屈须龋訏蛐躯虚衢栩
铍		
钿		甜畋腼填腆舔添忝恬天田阗
铆	了暸钮扭鸟纽忸了嬝袅	尿寮廖缭聊潦寥撩疗料妞辽僚嘹燎拗牛了
闸	杂咱偺砸	扎匝
隘		
隔	咳壳	轲课稞渴克髁柯蚵瞌嗑恪客溘坷棵磕可喀科克窠缂刻苛颗蝌
陨	往拥踊魍蓊涌勇刎惘甬蛹臃吻网罔咏涌泳永俑枉辋稳壅恿	拥佣雍翁玟佣嗡文亡闻王臃瘟用温尢塭忘鄘望雯慵纹紊蚊旺甕妄庸抆汶汪邕问壅免
雍	嗡瘟翁温晕氲塭	员玟蓊刎耘文闻孕吻熨陨愠芸云韵雯运纹紊蚊筠甕昀晕酝抆蕴汶纭允匀问云稳免
隽	铉汛殉漩徇炫绚渲潠训迅逊眩驯讯劝券旋巽蕈	燻巡漩甽醺雄迥驯铨佺璿匈拳悬还群煖暄轩宣穹汹县洵浔蜷窘炯徇裙谖凶喧圈诠选勋踡询全旋泉玄卷犬琼薰循权晅萱凶穷熊壎寻畎兄荃痊荀勳胸旬
雉	字恣渍孳自	仔訾紫滓籽淄锱缁赀梓咨兹子姿孳资孜辎滋谘龇玆髭吱
雊	靠诰釦佝告叩扣犒寇铐	缟糕槁皋高考烤杲稿搞搅篙羔睪拷膏口
雷		内馁哪
电		甜畋腼填腆舔添忝恬天田阗
雹		
零	柠痳霖咛麟鳞您狞凝林邻燐淋宁磷拧辚遴临琳璘	拧吝佞懔躏蔺凛泞赁
靖	信烬芯罄劲缙磬沁进性兴尽庆幸晋噤亲仅禁尽觐幸浸杏衅悻揿姓近	青邢心馨芯秦情筋刑倾谨噙省陉琴訢巾芹醒兴新亲津尽莘形觐惺斤星氢顷锦硎昕今清欣锌矜擎蜻襟擒行筋禽鲭侵瑾檠型晴钦馑金勤紧卿仅禁寝轻薪嵚浸辛寻腥请猩
靴	嗟	獗蹶劂角孓诀掘鴃抉鳜决谲脚倔玨崛爵攫觼觉蕨绝厥噱嚼
靶		
预	戊晤恶寤骛物勿悟坞雾兀误务钨軏垩	武污鹉巫侮吾亡诬无吴午五乌毋伍恶呜鼯妩于唔怃屋舞圬钨捂污梧芜蜈
顽	缘媛源员原辕园圆援騵猿湲元爰袁沅垣	宛院苑媛愿渊愿冤鸳鸢怨远
顿	褪胴洞栋冻动痛恫恸	铜桐僮东豚冬鼕潼屯筒臀统懂饨瞳同囤峒董桶彤恫吞通童咚
顼	炬苣飓惧具巨踞瞿钜倨剧遽屦距俱聚据句锯足拒	莒咀举桔疽橘蛆跼车驹俱拘狙侷掬菊局锯沮鞠居龃矩
颁		
颂	舜瞬潠顺	飧吮损榫笋盾荪孙
饲	拭恃式轼适是饰柿奭氏士使视螫弑市示试豉仕噬誓筮室势侍世嗜识逝事释舐	豕尸匙湿狮虱使拾诗硕失十虱嘘始埘石蚀实食施时提史师湿尸矢什屎射驶
饴		
饱		
饰	赐祀泗肆兕食饲巳伺嗣似耜寺驷姒俟四	撕司厮丝斯鸶私思嘶死
驰	辞疵祠雌茨瓷词慈磁	赐疵此伺次雌厕刺差
